locale,group,key,value,basis,source,section,sourceTerm,note
"zh-Hans-CN","names","Hand Rotate (Pins)","手动旋转（机位）","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Hand Rotate (Pins) / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Hand Offset","手部偏移","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Hand Offset / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Drop Next","放置下一机位","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Drop Next / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Clear All (Hold)","清除全部（长按）","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Camera Pins & Dolly / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Full","全方向","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Full / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Vertical","仅垂直","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Vertical / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Teleport Next","传送到下一机位","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Teleport Next / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Reverse","往返","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Reverse / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Linear","线性","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Linear / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Smooth","平滑","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Smooth / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Fitted","拟合曲线","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Fitted / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Preset Saver","预设保存","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Preset Saver / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Save","保存","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Save / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Load","加载","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Load / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Load Defaults","恢复默认设置","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Load Defaults / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","names","Favorites","收藏","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Favorites / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","directions","TOP","上","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","directions","UP","上","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","directions","RIGHT","右","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","directions","BOTTOM","下","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","directions","DOWN","下","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","directions","LEFT","左","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","directions","FORWARD","前","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","directions","BACK","后","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","dynamic","Next","下一页","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","dynamic","CameraPin","机位{0}","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Camera Pins & Dolly / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","dynamic","Seconds","{0}秒","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Duration / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","dynamic","Minutes","{0}分钟","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Duration / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","dynamic","WorldDrop","固定在世界","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","dynamic","CameraPinDrop","放置机位","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Camera Pins & Dolly / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","dynamic","VignetteSoftness","边缘柔化","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Vignette / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","dynamic","FisheyeCenterX","水平位置","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Fisheye Lens / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","dynamic","FisheyeCenterY","垂直位置","function-reviewed","https://github.com/gummidot/VRCLens-Addons/blob/main/README_JP.md","Fisheye Lens / 機能説明・設定表","","作者の日本語機能説明と英語キーで機能の意味を照合。訳語自体の対象地域の用例は未確認のため未確定一覧に残す。"
"zh-Hans-CN","dynamic","ZoomInSpeed4","远摄端 速度4","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","dynamic","ZoomOutSpeed4","广角端 速度4","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","100","广角端 速度1","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","101","广角端 速度2","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","102","广角端 速度3","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","104","远摄端 速度1","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","105","远摄端 速度2","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","106","远摄端 速度3","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","108","曝光补偿 -1/3级","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","110","曝光补偿 +1/3级","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","113","WB校正：蓝色方向","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","114","WB校正：重置","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","115","WB校正：琥珀色方向","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","117","近端 中","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","118","近端 小","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","120","远端 小","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","121","远端 中","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","129","稍微向上看","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","featureBlanks","130","稍微向下看","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","sensorBlanks","0","35mm全画幅","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","sensorBlanks","1","APS-H","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","sensorBlanks","2","APS-C（1.5倍）","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","sensorBlanks","3","APS-C（1.6倍）","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","sensorBlanks","4","微型4/3","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","sensorBlanks","5","1.0英寸","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","tonemapBlanks","0","关闭","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","tonemapBlanks","1","电影感1","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","tonemapBlanks","2","电影感2","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","tonemapBlanks","3","HLG","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hans-CN","tonemapBlanks","4","中性","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Enable","啟用","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Advanced","進階設定","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Zoom","變焦","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Drone","無人機","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Settings","設定","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Focus","對焦","canon-exact","https://cam.start.canon/tc/C017/manual/html/UG-04_AF-Drive_0070.html","UG-04_AF-Drive_0070.html / Focus","對焦","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Reset","重設","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Exposure","曝光","canon-exact","https://cam.start.canon/tc/C017/manual/html/UG-03_Shooting-1_0500.html","UG-03_Shooting-1_0500.html / Exposure","曝光","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Filters","濾鏡","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Stabilize","影像穩定器","canon-exact","https://cam.start.canon/tc/C017/manual/html/UG-03_Shooting-1_0330.html","UG-03_Shooting-1_0330.html / Stabilize","影像穩定器","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Aperture","光圈","canon-exact","https://cam.start.canon/tc/C017/manual/html/UG-02_ShootingMode_0070.html","UG-02_ShootingMode_0070.html / Aperture","光圈","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Portrait","直向","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Display","顯示","canon-exact","https://cam.start.canon/tc/C017/manual/html/UG-03_Shooting-1_0430.html","UG-03_Shooting-1_0430.html / Display","顯示","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Normal","標準","canon-exact","https://cam.start.canon/tc/C017/manual/html/UG-03_Shooting-1_0110.html","UG-03_Shooting-1_0110.html / Normal","標準","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Depth Cool","深度・冷色","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Depth Cute","深度・可愛","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Spotlight","聚光燈","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Green Back","綠幕","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Blue Back","藍幕","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","RIGHT","右","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","UP","上","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","DOWN","下","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","LEFT","左","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Show/Hide","顯示/隱藏","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Color","顏色","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Hexagon","六邊形","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Octagon","八邊形","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Square","方形","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Look At Face","朝向臉部","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Look Up","向上看","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Look Down","向下看","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Look At Feet","朝向腳部","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Track Self","追蹤自己","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Track Self...","追蹤自己...","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Infinity","無限遠","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Auto Focus","AF","canon-exact","https://cam.start.canon/tc/C017/manual/html/UG-04_AF-Drive_0040.html","UG-04_AF-Drive_0040.html / Auto Focus","AF","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Manual Focus","MF","canon-exact","https://cam.start.canon/tc/C017/manual/html/UG-04_AF-Drive_0070.html","UG-04_AF-Drive_0070.html / Manual Focus","MF","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Macro","微距","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Picture Style","相片風格","canon-exact","https://cam.start.canon/tc/C017/manual/html/UG-03_Shooting-1_0110.html","UG-03_Shooting-1_0110.html / Picture Style","相片風格","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Quick Selfie","快速自拍","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Extra...","更多...","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Movie Mode","短片模式","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Avatar-Drop","固定至Avatar","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","3D Mode","3D模式","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Mount Swap","切換安裝位置","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Hide Lens","隱藏鏡頭","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Increase","縮小光圈","canon-exact","https://cam.start.canon/tc/C017/manual/html/UG-02_ShootingMode_0070.html","UG-02_ShootingMode_0070.html / Increase","縮小光圈","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Decrease","開大光圈","canon-adapted","https://cam.start.canon/tc/C017/manual/html/UG-02_ShootingMode_0070.html","UG-02_ShootingMode_0070.html / Decrease","","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Sensor Type","感應器尺寸","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","DoF Mode","景深模式","canon-adapted","https://cam.start.canon/tc/C017/manual/html/UG-02_ShootingMode_0070.html","UG-02_ShootingMode_0070.html / DoF Mode","","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Av Dial","光圈值","canon-exact","https://cam.start.canon/tc/C017/manual/html/UG-02_ShootingMode_0070.html","UG-02_ShootingMode_0070.html / Av Dial","光圈值","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Bokeh Shape","散景形狀","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","V. Horizon","電子水平儀","canon-exact","https://cam.start.canon/tc/C017/manual/html/UG-03_Shooting-1_0430.html","UG-03_Shooting-1_0430.html / V. Horizon","電子水平儀","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Grid","網格線","canon-adapted","https://cam.start.canon/tc/C017/manual/html/UG-03_Shooting-1_0430.html","UG-03_Shooting-1_0430.html / Grid","","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Monitor","螢幕","canon-exact","https://cam.start.canon/tc/C017/manual/html/UG-03_Shooting-1_0430.html","UG-03_Shooting-1_0430.html / Monitor","螢幕","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Move HUD","移動顯示","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Focus Peaking","MF峰值","canon-adapted","https://cam.start.canon/tc/C017/manual/html/UG-04_AF-Drive_0070.html","UG-04_AF-Drive_0070.html / Focus Peaking","","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Hand-Rotate","手動旋轉","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Change Angle","變更角度","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Tracking","追蹤","canon-exact","https://cam.start.canon/tc/C017/manual/html/UG-04_AF-Drive_0060.html","UG-04_AF-Drive_0060.html / Tracking","追蹤","対象言語の該当撮影機能本文を照合。canon-exactは同じ用語表記の一致、canon-adaptedは機能の意味に基づく作成表現。VRCLens自体の公式訳ではない。"
"zh-Hant-TW","names","Move Camera","移動相機","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Drone Speed","無人機速度","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
"zh-Hant-TW","names","Move Pivot","移動樞紐點","review-required","","","","英語キーと既存訳の意味・表記を点検。対象言語の適切な外部出典は未確認。既存訳を維持し、公式訳とは扱わない。"
